scheme,source_code,source_label,analysis_code,analysis_label,mapping_kind,n_2010_in_group,n_2018_in_group
2012,5810,Data Entry Keyers,5810,Data Entry Keyers,one_to_one,1,1
2012,5820,Word Processors and Typists,5820,Word Processors and Typists,one_to_one,1,1
2012,5830,Desktop Publishers,5830,Desktop Publishers,one_to_one,1,1
2012,5840,Insurance Claims and Policy Processing Clerks,5840,Insurance Claims and Policy Processing Clerks,one_to_one,1,1
2012,5850,"Mail Clerks and Mail Machine Operators, Except Postal Service",5850,"Mail Clerks and Mail Machine Operators, Except Postal Service",one_to_one,1,1
2012,5860,"Office Clerks, General",5860,"Office Clerks, General",one_to_one,1,1
2012,5900,"Office Machine Operators, Except Computer",5900,"Office Machine Operators, Except Computer",one_to_one,1,1
2012,5910,Proofreaders and Copy Markers,5910,Proofreaders and Copy Markers,one_to_one,1,1
2012,5920,Statistical Assistants,5920,Statistical Assistants,one_to_one,1,1
2012,5940,"Office and Administrative Support Workers, All Other",5940,"Office and Administrative Support Workers, All Other",one_to_one,1,1
2012,6005,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6005,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",one_to_one,1,1
2012,6010,Agricultural Inspectors,6010,Agricultural Inspectors,one_to_one,1,1
2012,6020,Animal Breeders,6020,Animal Breeders,one_to_one,1,1
2012,6040,"Graders and Sorters, Agricultural Products",6040,"Graders and Sorters, Agricultural Products",one_to_one,1,1
2012,6050,Miscellaneous Agricultural Workers,6050,Miscellaneous Agricultural Workers,one_to_one,1,1
2012,6100,Fishers and Related Fishing Workers,6115,Fishing and Hunting Workers,merged,2,1
2012,6110,Hunters and Trappers,6115,Fishing and Hunting Workers,merged,2,1
2012,6120,Forest and Conservation Workers,6120,Forest and Conservation Workers,one_to_one,1,1
2012,6130,Logging Workers,6130,Logging Workers,one_to_one,1,1
2012,6200,First-Line Supervisors of Construction Trades and Extraction Workers,6200,First-Line Supervisors of Construction Trades and Extraction Workers,one_to_one,1,1
2012,6210,Boilermakers,6210,Boilermakers,one_to_one,1,1
2012,6220,"Brickmasons, Blockmasons, and Stonemasons",6220,"Brickmasons, Blockmasons, and Stonemasons",one_to_one,1,1
2012,6230,Carpenters,6230,Carpenters,one_to_one,1,1
2012,6240,"Carpet, Floor, and Tile Installers and Finishers",6240,"Carpet, Floor, and Tile Installers and Finishers",one_to_one,1,1
2012,6250,"Cement Masons, Concrete Finishers, and Terrazzo Workers",6250,"Cement Masons, Concrete Finishers, and Terrazzo Workers",one_to_one,1,1
2012,6260,Construction Laborers,6260,Construction Laborers,one_to_one,1,1
2012,6300,"Paving, Surfacing, and Tamping Equipment Operators",6305,Construction Equipment Operators,merged,3,1
2012,6310,Pile-Driver Operators,6305,Construction Equipment Operators,merged,3,1
2012,6320,Operating Engineers and Other Construction Equipment Operators,6305,Construction Equipment Operators,merged,3,1
2012,6330,"Drywall Installers, Ceiling Tile Installers, and Tapers",6330,"Drywall Installers, Ceiling Tile Installers, and Tapers",one_to_one,1,1
2012,6355,Electricians,6355,Electricians,one_to_one,1,1
2012,6360,Glaziers,6360,Glaziers,one_to_one,1,1
2012,6400,Insulation Workers,6400,Insulation Workers,one_to_one,1,1
2012,6420,"Painters, Construction and Maintenance",6410,Painters and Paperhangers,merged,3,1
2012,6430,Paperhangers,6410,Painters and Paperhangers,merged,3,1
2012,6440,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",6410,Painters and Paperhangers,merged,3,1
2012,6460,Plasterers and Stucco Masons,6460,Plasterers and Stucco Masons,one_to_one,1,1
2012,6500,Reinforcing Iron and Rebar Workers,6500,Reinforcing Iron and Rebar Workers,one_to_one,1,1
2012,6515,Roofers,6515,Roofers,one_to_one,1,1
2012,6520,Sheet Metal Workers,6520,Sheet Metal Workers,one_to_one,1,1
2012,6530,Structural Iron and Steel Workers,6530,Structural Iron and Steel Workers,one_to_one,1,1
2012,6540,Solar Photovoltaic Installers,6540,Solar Photovoltaic Installers,one_to_one,1,1
2012,6600,"Helpers, Construction Trades",6600,"Helpers, Construction Trades",one_to_one,1,1
2012,6660,Construction and Building Inspectors,6660,Construction and Building Inspectors,one_to_one,1,1
2012,6700,Elevator Installers and Repairers,6700,Elevator and escalator installers and repairers,one_to_one,1,1
2012,6710,Fence Erectors,6710,Fence Erectors,one_to_one,1,1
2012,6720,Hazardous Materials Removal Workers,6720,Hazardous Materials Removal Workers,one_to_one,1,1
2012,6730,Highway Maintenance Workers,6730,Highway Maintenance Workers,one_to_one,1,1
2012,6740,Rail-Track Laying and Maintenance Equipment Operators,6740,Rail-Track Laying and Maintenance Equipment Operators,one_to_one,1,1
2012,6750,Septic Tank Servicers and Sewer Pipe Cleaners,6750,Septic Tank Servicers and Sewer Pipe Cleaners,one_to_one,1,1
2012,6765,Miscellaneous Construction and Related Workers,6765,Miscellaneous Construction and Related Workers,one_to_one,1,1
2012,6800,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",6800,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",one_to_one,1,1
2012,6820,"Earth Drillers, Except Oil and Gas",6825,"Earth Drillers, Except Oil and Gas",one_to_one,1,1
2012,6830,"Explosives Workers, Ordnance Handling Experts, and Blasters",6835,"Explosives Workers, Ordnance Handling Experts, and Blasters",one_to_one,1,1
2012,6840,Mining Machine Operators,6850,Underground Mining Machine Operators,merged,2,1
2012,6910,"Roof Bolters, Mining",6850,Underground Mining Machine Operators,merged,2,1
2012,6920,"Roustabouts, Oil and Gas",6920,"Roustabouts, Oil and Gas",one_to_one,1,1
2012,6930,Helpers--Extraction Workers,6930,Helpers--Extraction Workers,retired_2012_only,1,0
2012,6940,Other Extraction Workers,6950,Other Extraction Workers,one_to_one,1,1
2012,7000,"First-Line Supervisors of Mechanics, Installers, and Repairers",7000,"First-Line Supervisors of Mechanics, Installers, and Repairers",one_to_one,1,1
2012,7010,"Computer, Automated Teller, and Office Machine Repairers",7010,"Computer, Automated Teller, and Office Machine Repairers",one_to_one,1,1
2012,7020,Radio and Telecommunications Equipment Installers and Repairers,7020,Radio and Telecommunications Equipment Installers and Repairers,one_to_one,1,1
2012,7030,Avionics Technicians,7030,Avionics Technicians,one_to_one,1,1
2012,7040,"Electric Motor, Power Tool, and Related Repairers",7040,"Electric Motor, Power Tool, and Related Repairers",one_to_one,1,1
2012,7050,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7050,"Electrical and Electronics Installers and Repairers, Transportation Equipment",one_to_one,1,1
2012,7100,"Electrical and Electronics Repairers, Industrial and Utility",7100,"Electrical and Electronics Repairers, Industrial and Utility",one_to_one,1,1
2012,7110,"Electronic Equipment Installers and Repairers, Motor Vehicles",7110,"Electronic Equipment Installers and Repairers, Motor Vehicles",one_to_one,1,1
2012,7120,Electronic Home Entertainment Equipment Installers and Repairers,7120,Audiovisual equipment installers and repairers,one_to_one,1,1
2012,7130,Security and Fire Alarm Systems Installers,7130,Security and Fire Alarm Systems Installers,one_to_one,1,1
2012,7140,Aircraft Mechanics and Service Technicians,7140,Aircraft Mechanics and Service Technicians,one_to_one,1,1
2012,7150,Automotive Body and Related Repairers,7150,Automotive Body and Related Repairers,one_to_one,1,1
2012,7160,Automotive Glass Installers and Repairers,7160,Automotive Glass Installers and Repairers,one_to_one,1,1
2012,7200,Automotive Service Technicians and Mechanics,7200,Automotive Service Technicians and Mechanics,one_to_one,1,1
2012,7210,Bus and Truck Mechanics and Diesel Engine Specialists,7210,Bus and Truck Mechanics and Diesel Engine Specialists,one_to_one,1,1
2012,7220,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,7220,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,one_to_one,1,1
2012,7240,Small Engine Mechanics,7240,Small Engine Mechanics,one_to_one,1,1
2012,7260,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",7260,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",one_to_one,1,1
2012,7300,Control and Valve Installers and Repairers,7300,Control and Valve Installers and Repairers,one_to_one,1,1
2012,7315,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",7315,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",one_to_one,1,1
2012,7320,Home Appliance Repairers,7320,Home Appliance Repairers,one_to_one,1,1
2012,7330,Industrial and Refractory Machinery Mechanics,7330,Industrial and Refractory Machinery Mechanics,one_to_one,1,1
2012,7340,"Maintenance and Repair Workers, General",7340,"Maintenance and Repair Workers, General",one_to_one,1,1
2012,7350,"Maintenance Workers, Machinery",7350,"Maintenance Workers, Machinery",one_to_one,1,1
2012,7360,Millwrights,7360,Millwrights,one_to_one,1,1
2012,7410,Electrical Power-Line Installers and Repairers,7410,Electrical Power-Line Installers and Repairers,one_to_one,1,1
2012,7420,Telecommunications Line Installers and Repairers,7420,Telecommunications Line Installers and Repairers,one_to_one,1,1
2012,7430,Precision Instrument and Equipment Repairers,7430,Precision Instrument and Equipment Repairers,one_to_one,1,1
2012,7440,Wind Turbine Service Technicians,7440,Wind Turbine Service Technicians,one_to_one,1,1
2012,7510,"Coin, Vending, and Amusement Machine Servicers and Repairers",7510,"Coin, Vending, and Amusement Machine Servicers and Repairers",one_to_one,1,1
2012,7520,Commercial Divers,7520,Commercial Divers,one_to_one,1,1
2012,7540,Locksmiths and Safe Repairers,7540,Locksmiths and Safe Repairers,one_to_one,1,1
2012,7550,Manufactured Building and Mobile Home Installers,7550,Manufactured Building and Mobile Home Installers,one_to_one,1,1
2012,7560,Riggers,7560,Riggers,one_to_one,1,1
2012,7600,Signal and Track Switch Repairers,7600,Signal and Track Switch Repairers,retired_2012_only,1,0
2012,7610,"Helpers--Installation, Maintenance, and Repair Workers",7610,"Helpers--Installation, Maintenance, and Repair Workers",one_to_one,1,1
2012,7630,"Other Installation, Maintenance, and Repair Workers",7640,"Other Installation, Maintenance, and Repair Workers",one_to_one,1,1
2012,7700,First-Line Supervisors of Production and Operating Workers,7700,First-Line Supervisors of Production and Operating Workers,one_to_one,1,1
2012,7710,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",7710,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",one_to_one,1,1
2012,7720,"Electrical, Electronics, and Electromechanical Assemblers",7720,"Electrical, Electronics, and Electromechanical Assemblers",one_to_one,1,1
2012,7730,Engine and Other Machine Assemblers,7730,Engine and Other Machine Assemblers,one_to_one,1,1
2012,7740,Structural Metal Fabricators and Fitters,7740,Structural Metal Fabricators and Fitters,one_to_one,1,1
2012,7750,Miscellaneous Assemblers and Fabricators,7750,Other Assemblers and Fabricators,one_to_one,1,1
2012,7800,Bakers,7800,Bakers,one_to_one,1,1
2012,7810,"Butchers and Other Meat, Poultry, and Fish Processing Workers",7810,"Butchers and Other Meat, Poultry, and Fish Processing Workers",one_to_one,1,1
2012,7830,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",7830,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",one_to_one,1,1
2012,7840,Food Batchmakers,7840,Food Batchmakers,one_to_one,1,1
2012,7850,Food Cooking Machine Operators and Tenders,7850,Food Cooking Machine Operators and Tenders,one_to_one,1,1
2012,7855,"Food Processing Workers, All Other",7855,"Food Processing Workers, All Other",one_to_one,1,1
2012,7900,Computer Control Programmers and Operators,7905,Computer numerically controlled tool operators and programmers,one_to_one,1,1
2012,7920,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",7925,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",merged,3,1
2012,7930,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",7925,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",merged,3,1
2012,7940,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",7925,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",merged,3,1
2012,7950,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",7950,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",one_to_one,1,1
2012,7960,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8025,"Other Machine Tool Setters, Operators, and Tenders, Metal and Plastic",merged,3,1
2012,8000,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8000,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",one_to_one,1,1
2012,8010,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8025,"Other Machine Tool Setters, Operators, and Tenders, Metal and Plastic",merged,3,1
2012,8020,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",8025,"Other Machine Tool Setters, Operators, and Tenders, Metal and Plastic",merged,3,1
2012,8030,Machinists,8030,Machinists,one_to_one,1,1
2012,8040,"Metal Furnace Operators, Tenders, Pourers, and Casters",8040,"Metal Furnace Operators, Tenders, Pourers, and Casters",one_to_one,1,1
2012,8060,"Model Makers and Patternmakers, Metal and Plastic",8060,"Model Makers and Patternmakers, Metal and Plastic",one_to_one,1,1
2012,8100,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",8100,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",one_to_one,1,1
2012,8120,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8225,Other Metal Workers and Plastic Workers,merged,6,1
2012,8130,Tool and Die Makers,8130,Tool and Die Makers,one_to_one,1,1
2012,8140,"Welding, Soldering, and Brazing Workers",8140,"Welding, Soldering, and Brazing Workers",one_to_one,1,1
2012,8150,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",8225,Other Metal Workers and Plastic Workers,merged,6,1
2012,8160,"Layout Workers, Metal and Plastic",8225,Other Metal Workers and Plastic Workers,merged,6,1
2012,8200,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",8225,Other Metal Workers and Plastic Workers,merged,6,1
2012,8210,"Tool Grinders, Filers, and Sharpeners",8225,Other Metal Workers and Plastic Workers,merged,6,1
2012,8220,"Metal Workers and Plastic Workers, All Other",8225,Other Metal Workers and Plastic Workers,merged,6,1
2012,8250,Prepress Technicians and Workers,8250,Prepress Technicians and Workers,one_to_one,1,1
2012,8255,Printing Press Operators,8255,Printing Press Operators,one_to_one,1,1
2012,8256,Print Binding and Finishing Workers,8256,Print Binding and Finishing Workers,one_to_one,1,1
2012,8300,Laundry and Dry-Cleaning Workers,8300,Laundry and Dry-Cleaning Workers,one_to_one,1,1
2012,8310,"Pressers, Textile, Garment, and Related Materials",8310,"Pressers, Textile, Garment, and Related Materials",one_to_one,1,1
2012,8320,Sewing Machine Operators,8320,Sewing Machine Operators,one_to_one,1,1
2012,8330,Shoe and Leather Workers and Repairers,8335,Shoe and Leather Workers,merged,2,1
2012,8340,Shoe Machine Operators and Tenders,8335,Shoe and Leather Workers,merged,2,1
2012,8350,"Tailors, Dressmakers, and Sewers",8350,"Tailors, Dressmakers, and Sewers",one_to_one,1,1
2012,8360,Textile Bleaching and Dyeing Machine Operators and Tenders,8365,"Textile Machine Setters, Operators, and Tenders",merged,4,1
2012,8400,"Textile Cutting Machine Setters, Operators, and Tenders",8365,"Textile Machine Setters, Operators, and Tenders",merged,4,1
2012,8410,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",8365,"Textile Machine Setters, Operators, and Tenders",merged,4,1
2012,8420,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",8365,"Textile Machine Setters, Operators, and Tenders",merged,4,1
2012,8430,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",8465,"Other Textile, Apparel, and Furnishings Workers",merged,3,1
2012,8440,Fabric and Apparel Patternmakers,8465,"Other Textile, Apparel, and Furnishings Workers",merged,3,1
2012,8450,Upholsterers,8450,Upholsterers,one_to_one,1,1
2012,8460,"Textile, Apparel, and Furnishings Workers, All Other",8465,"Other Textile, Apparel, and Furnishings Workers",merged,3,1
2012,8500,Cabinetmakers and Bench Carpenters,8500,Cabinetmakers and Bench Carpenters,one_to_one,1,1
2012,8510,Furniture Finishers,8510,Furniture Finishers,one_to_one,1,1
2012,8520,"Model Makers and Patternmakers, Wood",8555,Other Woodworkers,merged,2,1
2012,8530,"Sawing Machine Setters, Operators, and Tenders, Wood",8530,"Sawing Machine Setters, Operators, and Tenders, Wood",one_to_one,1,1
2012,8540,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",8540,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",one_to_one,1,1
2012,8550,"Woodworkers, All Other",8555,Other Woodworkers,merged,2,1
2012,8600,"Power Plant Operators, Distributors, and Dispatchers",8600,"Power Plant Operators, Distributors, and Dispatchers",one_to_one,1,1
2012,8610,Stationary Engineers and Boiler Operators,8610,Stationary Engineers and Boiler Operators,one_to_one,1,1
2012,8620,Water and Wastewater Treatment Plant and System Operators,8620,Water and Wastewater Treatment Plant and System Operators,one_to_one,1,1
2012,8630,Miscellaneous Plant and System Operators,8630,Miscellaneous Plant and System Operators,one_to_one,1,1
2012,8640,"Chemical Processing Machine Setters, Operators, and Tenders",8640,"Chemical Processing Machine Setters, Operators, and Tenders",one_to_one,1,1
2012,8650,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",8650,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",one_to_one,1,1
2012,8710,Cutting Workers,8710,Cutting Workers,one_to_one,1,1
2012,8720,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",8720,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",one_to_one,1,1
2012,8730,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",8730,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",one_to_one,1,1
2012,8740,"Inspectors, Testers, Sorters, Samplers, and Weighers",8740,"Inspectors, Testers, Sorters, Samplers, and Weighers",one_to_one,1,1
2012,8750,Jewelers and Precious Stone and Metal Workers,8750,Jewelers and Precious Stone and Metal Workers,one_to_one,1,1
2012,8760,"Medical, Dental, and Ophthalmic Laboratory Technicians",8760,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,one_to_one,1,1
2012,8800,Packaging and Filling Machine Operators and Tenders,8800,Packaging and Filling Machine Operators and Tenders,one_to_one,1,1
2012,8810,Painting Workers,8810,Painting Workers,one_to_one,1,1
2012,8830,Photographic Process Workers and Processing Machine Operators,8830,Photographic Process Workers and Processing Machine Operators,one_to_one,1,1
2012,8840,Semiconductor Processors,8990,Other Production Workers,merged,2,1
2012,8850,Adhesive Bonding Machine Operators and Tenders,8850,Adhesive Bonding Machine Operators and Tenders,one_to_one,1,1
2012,8860,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",8865,Other Production Equipment Operators and Tenders,merged,2,1
2012,8900,Cooling and Freezing Equipment Operators and Tenders,8865,Other Production Equipment Operators and Tenders,merged,2,1
2012,8910,Etchers and Engravers,8910,Etchers and Engravers,one_to_one,1,1
2012,8920,"Molders, Shapers, and Casters, Except Metal and Plastic",8920,"Molders, Shapers, and Casters, Except Metal and Plastic",one_to_one,1,1
2012,8930,"Paper Goods Machine Setters, Operators, and Tenders",8930,"Paper Goods Machine Setters, Operators, and Tenders",one_to_one,1,1
2012,8940,Tire Builders,8940,Tire Builders,one_to_one,1,1
2012,8950,Helpers--Production Workers,8950,Helpers--Production Workers,one_to_one,1,1
2012,8965,"Production Workers, All Other",8990,Other Production Workers,merged,2,1
2012,9000,Supervisors of Transportation and Material Moving Workers,9005,Supervisors of Transportation and Material Moving Workers,one_to_one,1,1
2012,9010,Housewife / Homemaker,9010,Housewife / Homemaker,supplemental_not_in_labor_force,1,1
2012,9020,Volunteer,9020,Volunteer,supplemental_not_in_labor_force,1,1
2012,9030,Aircraft Pilots and Flight Engineers,9030,Aircraft Pilots and Flight Engineers,one_to_one,1,1
2012,9040,Air Traffic Controllers and Airfield Operations Specialists,9040,Air Traffic Controllers and Airfield Operations Specialists,one_to_one,1,1
2012,9050,Flight Attendants,9050,Flight Attendants,one_to_one,1,1
2012,9060,Retired,9060,Retired,supplemental_not_in_labor_force,1,1
2012,9070,Student,9070,Student,supplemental_not_in_labor_force,1,1
2012,9100,Did not work / Child or Infant / Patient / Disabled / Inmate / Disabled Veteran,9100,Did not work / Child or Infant / Patient / Disabled / Inmate / Disabled Veteran,supplemental_not_in_labor_force,1,1
2012,9110,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",9110,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",one_to_one,1,1
2012,9120,Bus Drivers,9121,Bus Drivers,split_collapsed,1,2
2012,9130,Driver/Sales Workers and Truck Drivers,9130,Driver/Sales Workers and Truck Drivers,one_to_one,1,1
2012,9140,Taxi Drivers and Chauffeurs,9141,Taxi Drivers and Chauffeurs,split_collapsed,1,2
2012,9150,"Motor Vehicle Operators, All Other",9150,"Motor Vehicle Operators, All Other",one_to_one,1,1
2012,9200,Locomotive Engineers and Operators,9210,Locomotive Engineers and Operators,one_to_one,1,1
2012,9230,"Railroad Brake, Signal, and Switch Operators",9265,Other Rail Transportation Workers,merged,2,1
2012,9240,Railroad Conductors and Yardmasters,9240,Railroad Conductors and Yardmasters,one_to_one,1,1
2012,9260,"Subway, Streetcar, and Other Rail Transportation Workers",9265,Other Rail Transportation Workers,merged,2,1
2012,9300,Sailors and Marine Oilers,9300,Sailors and Marine Oilers,one_to_one,1,1
2012,9310,Ship and Boat Captains and Operators,9310,Ship and Boat Captains and Operators,one_to_one,1,1
2012,9330,Ship Engineers,9330,Ship Engineers,one_to_one,1,1
2012,9340,Bridge and Lock Tenders,9430,Other Transportation Workers,merged,2,1
2012,9350,Parking Lot Attendants,9350,Parking Attendants,one_to_one,1,1
2012,9360,Automotive and Watercraft Service Attendants,9365,Transportation Service Attendants,one_to_one,1,1
2012,9410,Transportation Inspectors,9410,Transportation Inspectors,one_to_one,1,1
2012,9415,"Transportation Attendants, except Flight Attendants",9415,Passenger Attendants,one_to_one,1,1
2012,9420,Other Transportation Workers,9430,Other Transportation Workers,merged,2,1
2012,9500,Conveyor Operators and Tenders,9570,"Conveyor, Dredge, and Hoist and Winch Operators",merged,3,1
2012,9510,Crane and Tower Operators,9510,Crane and Tower Operators,one_to_one,1,1
2012,9520,"Dredge, Excavating, and Loading Machine Operators",9570,"Conveyor, Dredge, and Hoist and Winch Operators",merged,3,1
2012,9560,Hoist and Winch Operators,9570,"Conveyor, Dredge, and Hoist and Winch Operators",merged,3,1
2012,9600,Industrial Truck and Tractor Operators,9600,Industrial Truck and Tractor Operators,one_to_one,1,1
2012,9610,Cleaners of Vehicles and Equipment,9610,Cleaners of Vehicles and Equipment,one_to_one,1,1
2012,9620,"Laborers and Freight, Stock, and Material Movers, Hand",9620,"Laborers and Freight, Stock, and Material Movers, Hand",one_to_one,1,1
2012,9630,Machine Feeders and Offbearers,9630,Machine Feeders and Offbearers,one_to_one,1,1
2012,9640,"Packers and Packagers, Hand",9640,"Packers and Packagers, Hand",one_to_one,1,1
2012,9650,Pumping Station Operators,9650,Pumping Station Operators,one_to_one,1,1
2012,9720,Refuse and Recyclable Material Collectors,9720,Refuse and Recyclable Material Collectors,one_to_one,1,1
2012,9730,Mine Shuttle Car Operators,9760,Other Material Moving Workers,merged,3,1
2012,9740,"Tank Car, Truck, and Ship Loaders",9760,Other Material Moving Workers,merged,3,1
2012,9750,"Material Moving Workers, All Other",9760,Other Material Moving Workers,merged,3,1
2012,9800,Military Officer Special and Tactical Operations Leaders,9800,Military Officer Special and Tactical Operations Leaders,one_to_one,1,1
2012,9810,First-Line Enlisted Military Supervisors,9810,First-Line Enlisted Military Supervisors,one_to_one,1,1
2012,9820,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,9825,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,one_to_one,1,1
2012,9830,"Military, occupation blank",9830,"Military, occupation blank",supplemental_military,1,1
2012,9840,"Military, commissioned officers and warrant officers",9840,"Military, commissioned officers and warrant officers",supplemental_military,1,1
2012,9850,"Military, non-commissioned officers and other enlisted personnel",9850,"Military, non-commissioned officers and other enlisted personnel",supplemental_military,1,1
2012,9900,"Blank, unknown, don't know, refused, or information inadequate",9900,"Blank, unknown, don't know, refused, or information inadequate",supplemental_unknown,1,1
2012,9920,"Unemployed, with no work experience in the last 5 years or earlier or never worked",9920,"Unemployed, with no work experience in the last 5 years or earlier or never worked",one_to_one,1,1
2018,0010,Chief Executives,0010,Chief Executives,one_to_one,1,1
2018,0020,General and Operations Managers,0020,General and Operations Managers,one_to_one,1,1
2018,0030,Legislators,0030,Legislators,one_to_one,1,1
2018,0040,Advertising and Promotions Managers,0040,Advertising and Promotions Managers,one_to_one,1,1
2018,0051,Marketing Managers,0051,Marketing and Sales Managers,split_collapsed,1,2
2018,0052,Sales Managers,0051,Marketing and Sales Managers,split_collapsed,1,2
2018,0060,Public Relations and Fundraising Managers,0060,Public Relations and Fundraising Managers,one_to_one,1,1
2018,0101,Administrative Services Managers,0101,Administrative Services Managers,split_collapsed,1,2
2018,0102,Facilities Managers,0101,Administrative Services Managers,split_collapsed,1,2
2018,0110,Computer and Information Systems Managers,0110,Computer and Information Systems Managers,one_to_one,1,1
2018,0120,Financial Managers,0120,Financial Managers,one_to_one,1,1
2018,0135,Compensation and Benefits Managers,0135,Compensation and Benefits Managers,one_to_one,1,1
2018,0136,Human Resources Managers,0136,Human Resources Managers,one_to_one,1,1
2018,0137,Training and Development Managers,0137,Training and Development Managers,one_to_one,1,1
2018,0140,Industrial Production Managers,0140,Industrial Production Managers,one_to_one,1,1
2018,0150,Purchasing Managers,0150,Purchasing Managers,one_to_one,1,1
2018,0160,"Transportation, Storage, and Distribution Managers",0160,"Transportation, Storage, and Distribution Managers",one_to_one,1,1
2018,0205,"Farmers, Ranchers, and Other Agricultural Managers",0205,"Farmers, Ranchers, and Other Agricultural Managers",one_to_one,1,1
2018,0220,Construction Managers,0220,Construction Managers,one_to_one,1,1
2018,0230,Education and Childcare Administrators,0230,Education and Childcare Administrators,one_to_one,1,1
2018,0300,Architectural and Engineering Managers,0300,Architectural and Engineering Managers,one_to_one,1,1
2018,0310,Food Service Managers,0310,Food Service Managers,one_to_one,1,1
2018,0325,Funeral Home Managers,0325,Funeral Home Managers,one_to_one,1,1
2018,0335,Entertainment and Recreation Managers,0335,Entertainment and Recreation Managers,one_to_one,1,1
2018,0340,Lodging Managers,0340,Lodging Managers,one_to_one,1,1
2018,0350,Medical and Health Services Managers,0350,Medical and Health Services Managers,one_to_one,1,1
2018,0360,Natural Sciences Managers,0360,Natural Sciences Managers,one_to_one,1,1
2018,0400,Postmasters and Mail Superintendents,0400,Postmasters and Mail Superintendents,one_to_one,1,1
2018,0410,"Property, Real Estate, and Community Association Managers",0410,"Property, Real Estate, and Community Association Managers",one_to_one,1,1
2018,0420,Social and Community Service Managers,0420,Social and Community Service Managers,one_to_one,1,1
2018,0425,Emergency Management Directors,0425,Emergency Management Directors,one_to_one,1,1
2018,0426,"Personal Service Managers, All Other",0426,"Personal Service Managers, All Other",new_2018_only,0,1
2018,0440,"Managers, All Other",0440,"Managers, All Other",one_to_one,1,1
2018,0500,"Agents and Business Managers of Artists, Performers, and Athletes",0500,"Agents and Business Managers of Artists, Performers, and Athletes",one_to_one,1,1
2018,0510,"Buyers and Purchasing Agents, Farm Products",0510,"Buyers and Purchasing Agents, Farm Products",one_to_one,1,1
2018,0520,"Wholesale and Retail Buyers, Except Farm Products",0520,"Wholesale and Retail Buyers, Except Farm Products",one_to_one,1,1
