scheme,source_code,source_label,analysis_code,analysis_label,mapping_kind,n_2010_in_group,n_2018_in_group
2012,0310,Food Service Managers,0310,Food Service Managers,one_to_one,1,1
2012,0325,Funeral Service Managers,0325,Funeral Home Managers,one_to_one,1,1
2012,0330,Gaming Managers,0335,Entertainment and Recreation Managers,one_to_one,1,1
2012,0340,Lodging Managers,0340,Lodging Managers,one_to_one,1,1
2012,0350,Medical and Health Services Managers,0350,Medical and Health Services Managers,one_to_one,1,1
2012,0360,Natural Sciences Managers,0360,Natural Sciences Managers,one_to_one,1,1
2012,0400,Postmasters and Mail Superintendents,0400,Postmasters and Mail Superintendents,one_to_one,1,1
2012,0410,"Property, Real Estate, and Community Association Managers",0410,"Property, Real Estate, and Community Association Managers",one_to_one,1,1
2012,0420,Social and Community Service Managers,0420,Social and Community Service Managers,one_to_one,1,1
2012,0425,Emergency Management Directors,0425,Emergency Management Directors,one_to_one,1,1
2012,0430,"Managers, All Other",0440,"Managers, All Other",one_to_one,1,1
2012,0500,"Agents and Business Managers of Artists, Performers, and Athletes",0500,"Agents and Business Managers of Artists, Performers, and Athletes",one_to_one,1,1
2012,0510,"Buyers and Purchasing Agents, Farm Products",0510,"Buyers and Purchasing Agents, Farm Products",one_to_one,1,1
2012,0520,"Wholesale and Retail Buyers, Except Farm Products",0520,"Wholesale and Retail Buyers, Except Farm Products",one_to_one,1,1
2012,0530,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0530,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",one_to_one,1,1
2012,0540,"Claims Adjusters, Appraisers, Examiners, and Investigators",0540,"Claims Adjusters, Appraisers, Examiners, and Investigators",one_to_one,1,1
2012,0565,Compliance Officers,0565,Compliance Officers,one_to_one,1,1
2012,0600,Cost Estimators,0600,Cost Estimators,one_to_one,1,1
2012,0630,Human Resources Workers,0630,Human Resources Workers,one_to_one,1,1
2012,0640,"Compensation, Benefits, and Job Analysis Specialists",0640,"Compensation, Benefits, and Job Analysis Specialists",one_to_one,1,1
2012,0650,Training and Development Specialists,0650,Training and Development Specialists,one_to_one,1,1
2012,0700,Logisticians,0700,Logisticians,one_to_one,1,1
2012,0710,Management Analysts,0710,Management Analysts,one_to_one,1,1
2012,0725,"Meeting, Convention, and Event Planners",0725,"Meeting, Convention, and Event Planners",one_to_one,1,1
2012,0726,Fundraisers,0726,Fundraisers,one_to_one,1,1
2012,0735,Market Research Analysts and Marketing Specialists,0735,Market Research Analysts and Marketing Specialists,one_to_one,1,1
2012,0740,"Business Operations Specialists, All Other",0750,"Business Operations Specialists, All Other",one_to_one,1,1
2012,0800,Accountants and Auditors,0800,Accountants and Auditors,one_to_one,1,1
2012,0810,Appraisers and Assessors of Real Estate,0810,Property Appraisers and Assessors,one_to_one,1,1
2012,0820,Budget Analysts,0820,Budget Analysts,one_to_one,1,1
2012,0830,Credit Analysts,0830,Credit Analysts,one_to_one,1,1
2012,0840,Financial Analysts,0845,Financial and Investment Analysts,one_to_one,1,1
2012,0850,Personal Financial Advisors,0850,Personal Financial Advisors,one_to_one,1,1
2012,0860,Insurance Underwriters,0860,Insurance Underwriters,one_to_one,1,1
2012,0900,Financial Examiners,0900,Financial Examiners,one_to_one,1,1
2012,0910,Credit Counselors and Loan Officers,0910,Credit Counselors and Loan Officers,one_to_one,1,1
2012,0930,"Tax Examiners and Collectors, and Revenue Agents",0930,"Tax Examiners and Collectors, and Revenue Agents",one_to_one,1,1
2012,0940,Tax Preparers,0940,Tax Preparers,one_to_one,1,1
2012,0950,"Financial Specialists, All Other",0960,Other Financial Specialists,one_to_one,1,1
2012,1005,Computer and Information Research Scientists,1005,Computer and Information Research Scientists,one_to_one,1,1
2012,1006,Computer Systems Analysts,1006,Computer Systems Analysts,one_to_one,1,1
2012,1007,Information Security Analysts,1007,Information Security Analysts,one_to_one,1,1
2012,1010,Computer Programmers,1010,Computer Programmers,one_to_one,1,1
2012,1020,"Software Developers, Applications and Systems Software",1021,"Software Developers, Applications and Systems Software",split_collapsed,1,2
2012,1030,Web Developers,1031,Web Developers,split_collapsed,1,2
2012,1050,Computer Support Specialists,1050,Computer Support Specialists,one_to_one,1,1
2012,1060,Database Administrators,1065,Database Administrators and Architects,one_to_one,1,1
2012,1105,Network and Computer Systems Administrators,1105,Network and Computer Systems Administrators,one_to_one,1,1
2012,1106,Computer Network Architects,1106,Computer Network Architects,one_to_one,1,1
2012,1107,"Computer Occupations, All Other",1108,"Computer Occupations, All Other",one_to_one,1,1
2012,1200,Actuaries,1200,Actuaries,one_to_one,1,1
2012,1210,Mathematicians,1210,Mathematicians,one_to_one,1,1
2012,1220,Operations Research Analysts,1220,Operations Research Analysts,one_to_one,1,1
2012,1230,Statisticians,1230,Statisticians,one_to_one,1,1
2012,1240,Miscellaneous Mathematical Science Occupations,1240,Other Mathematical Science Occupations,one_to_one,1,1
2012,1300,"Architects, except naval",1305,"Architects, except naval",split_collapsed,1,2
2012,1310,"Surveyors, Cartographers, and Photogrammetrists",1310,"Surveyors, Cartographers, and Photogrammetrists",one_to_one,1,1
2012,1320,Aerospace Engineers,1320,Aerospace Engineers,one_to_one,1,1
2012,1330,Agricultural Engineers,1330,Agricultural Engineers,one_to_one,1,1
2012,1340,Biomedical Engineers,1340,Bioengineers and biomedical engineers,one_to_one,1,1
2012,1350,Chemical Engineers,1350,Chemical Engineers,one_to_one,1,1
2012,1360,Civil Engineers,1360,Civil Engineers,one_to_one,1,1
2012,1400,Computer Hardware Engineers,1400,Computer Hardware Engineers,one_to_one,1,1
2012,1410,Electrical and Electronics Engineers,1410,Electrical and Electronics Engineers,one_to_one,1,1
2012,1420,Environmental Engineers,1420,Environmental Engineers,one_to_one,1,1
2012,1430,"Industrial Engineers, including Health and Safety",1430,"Industrial Engineers, including Health and Safety",one_to_one,1,1
2012,1440,Marine Engineers and Naval Architects,1440,Marine Engineers and Naval Architects,one_to_one,1,1
2012,1450,Materials Engineers,1450,Materials Engineers,one_to_one,1,1
2012,1460,Mechanical Engineers,1460,Mechanical Engineers,one_to_one,1,1
2012,1500,"Mining and Geological Engineers, Including Mining Safety Engineers",1500,"Mining and Geological Engineers, Including Mining Safety Engineers",one_to_one,1,1
2012,1510,Nuclear Engineers,1510,Nuclear Engineers,one_to_one,1,1
2012,1520,Petroleum Engineers,1520,Petroleum Engineers,one_to_one,1,1
2012,1530,"Engineers, All Other",1530,"Engineers, All Other",one_to_one,1,1
2012,1540,Drafters,1541,Drafters,split_collapsed,1,2
2012,1550,"Engineering Technicians, Except Drafters",1551,"Engineering Technicians, Except Drafters",split_collapsed,1,2
2012,1560,Surveying and Mapping Technicians,1560,Surveying and Mapping Technicians,one_to_one,1,1
2012,1600,Agricultural and Food Scientists,1600,Agricultural and Food Scientists,one_to_one,1,1
2012,1610,Biological Scientists,1610,Biological Scientists,one_to_one,1,1
2012,1640,Conservation Scientists and Foresters,1640,Conservation Scientists and Foresters,one_to_one,1,1
2012,1650,Medical Scientists,1650,Medical Scientists,one_to_one,1,1
2012,1660,"Life scientists, all other",1660,"Life Scientists, All Other",one_to_one,1,1
2012,1700,Astronomers and Physicists,1700,Astronomers and Physicists,one_to_one,1,1
2012,1710,Atmospheric and Space Scientists,1710,Atmospheric and Space Scientists,one_to_one,1,1
2012,1720,Chemists and Materials Scientists,1720,Chemists and Materials Scientists,one_to_one,1,1
2012,1740,Environmental Scientists and Geoscientists,1745,Environmental Scientists and Geoscientists,split_collapsed,1,2
2012,1760,"Physical Scientists, All Other",1760,"Physical Scientists, All Other",one_to_one,1,1
2012,1800,Economists,1800,Economists,one_to_one,1,1
2012,1815,Survey Researchers,1815,Survey Researchers,one_to_one,1,1
2012,1820,Psychologists,1821,Psychologists,split_collapsed,1,3
2012,1830,Sociologists,1830,Sociologists,one_to_one,1,1
2012,1840,Urban and Regional Planners,1840,Urban and Regional Planners,one_to_one,1,1
2012,1860,Miscellaneous Social Scientists and Related Workers,1860,Miscellaneous Social Scientists and Related Workers,one_to_one,1,1
2012,1900,Agricultural and Food Science Technicians,1900,Agricultural and Food Science Technicians,one_to_one,1,1
2012,1910,Biological Technicians,1910,Biological Technicians,one_to_one,1,1
2012,1920,Chemical Technicians,1920,Chemical Technicians,one_to_one,1,1
2012,1930,Geological and Petroleum Technicians,1935,Environmental Science and Geoscience Technicians,one_to_one,1,1
2012,1940,Nuclear Technicians,1940,Nuclear Technicians,one_to_one,1,1
2012,1950,Social Science Research Assistants,1950,Social Science Research Assistants,one_to_one,1,1
2012,1965,"Miscellaneous Life, Physical, and Social Science Technicians",1970,"Other Life, Physical, and Social Science Technicians",one_to_one,1,1
2012,2000,Counselors,2001,Counselors,split_collapsed,1,6
2012,2010,Social Workers,2011,Social Workers,split_collapsed,1,4
2012,2015,Probation officers and correctional treatment specialists,2015,Probation Officers and Correctional Treatment Specialists,one_to_one,1,1
2012,2016,Social and human service assistants,2016,Social and Human Service Assistants,one_to_one,1,1
2012,2025,"Miscellaneous Community and Social Service Specialists, including health educators and community health workers",2025,Other Community and Social Service Specialists,one_to_one,1,1
2012,2040,Clergy,2040,Clergy,one_to_one,1,1
2012,2050,"Directors, Religious Activities and Education",2050,"Directors, Religious Activities and Education",one_to_one,1,1
2012,2060,"Religious Workers, All Other",2060,"Religious Workers, All Other",one_to_one,1,1
2012,2100,Lawyers,2100,Lawyers,one_to_one,1,1
2012,2105,Judicial Law Clerks,2105,Judicial Law Clerks,one_to_one,1,1
2012,2110,"Judges, Magistrates, and Other Judicial Workers",2110,"Judges, Magistrates, and Other Judicial Workers",one_to_one,1,1
2012,2145,Paralegals and Legal Assistants,2145,Paralegals and Legal Assistants,one_to_one,1,1
2012,2160,Miscellaneous Legal Support Workers,2170,Miscellaneous Legal Support Workers,split_collapsed,1,3
2012,2200,Postsecondary Teachers,2205,Postsecondary Teachers,one_to_one,1,1
2012,2300,Preschool and Kindergarten Teachers,2300,Preschool and Kindergarten Teachers,one_to_one,1,1
2012,2310,Elementary and Middle School Teachers,2310,Elementary and Middle School Teachers,one_to_one,1,1
2012,2320,Secondary School Teachers,2320,Secondary School Teachers,one_to_one,1,1
2012,2330,Special Education Teachers,2330,Special Education Teachers,one_to_one,1,1
2012,2340,Other Teachers and Instructors,2350,Other Teachers and Instructors,split_collapsed,1,2
2012,2400,"Archivists, Curators, and Museum Technicians",2400,"Archivists, Curators, and Museum Technicians",one_to_one,1,1
2012,2430,Librarians,2435,Librarians and Media Collections Specialists,one_to_one,1,1
2012,2440,Library Technicians,2440,Library Technicians,one_to_one,1,1
2012,2540,Teacher Assistants,2545,Teaching Assistants,one_to_one,1,1
2012,2550,"Other Education, Training, and Library Workers",2555,Other Educational Instruction and Library Workers,one_to_one,1,1
2012,2600,Artists and Related Workers,2600,Artists and Related Workers,one_to_one,1,1
2012,2630,Designers,2631,Designers,split_collapsed,1,7
2012,2700,Actors,2700,Actors,one_to_one,1,1
2012,2710,Producers and Directors,2710,Producers and Directors,one_to_one,1,1
2012,2720,"Athletes, Coaches, Umpires, and Related Workers",2721,"Athletes, Coaches, Umpires, and Related Workers",split_collapsed,1,3
2012,2740,Dancers and Choreographers,2740,Dancers and Choreographers,one_to_one,1,1
2012,2750,"Musicians, Singers, and Related Workers",2751,"Musicians, Singers, and Related Workers",split_collapsed,1,3
2012,2760,"Entertainers and Performers, Sports and Related Workers, All Other",2770,"Entertainers and Performers, Sports and Related Workers, All Other",one_to_one,1,1
2012,2800,Announcers,2805,Broadcast Announcers and Radio Disc Jockeys,one_to_one,1,1
2012,2810,"News Analysts, Reporters and Correspondents",2810,"News Analysts, Reporters, and Journalists",one_to_one,1,1
2012,2825,Public Relations Specialists,2825,Public Relations Specialists,one_to_one,1,1
2012,2830,Editors,2830,Editors,one_to_one,1,1
2012,2840,Technical Writers,2840,Technical Writers,one_to_one,1,1
2012,2850,Writers and Authors,2850,Writers and Authors,one_to_one,1,1
2012,2860,Miscellaneous Media and Communication Workers,2861,Miscellaneous Media and Communication Workers,split_collapsed,1,2
2012,2900,Broadcast and Sound Engineering Technicians and Radio Operators,2905,"Broadcast, Sound, and Lighting Technicians",one_to_one,1,1
2012,2910,Photographers,2910,Photographers,one_to_one,1,1
2012,2920,"Television, Video, and Motion Picture Camera Operators and Editors",2920,"Television, Video, and Film Camera Operators and Editors",one_to_one,1,1
2012,2960,"Media and Communication Equipment Workers, All Other",2970,"Media and Communication Equipment Workers, All Other",one_to_one,1,1
2012,3000,Chiropractors,3000,Chiropractors,one_to_one,1,1
2012,3010,Dentists,3010,Dentists,one_to_one,1,1
2012,3030,Dietitians and Nutritionists,3030,Dietitians and Nutritionists,one_to_one,1,1
2012,3040,Optometrists,3040,Optometrists,one_to_one,1,1
2012,3050,Pharmacists,3050,Pharmacists,one_to_one,1,1
2012,3060,Physicians and Surgeons,3065,Physicians and Surgeons,split_collapsed,1,4
2012,3110,Physician Assistants,3110,Physician Assistants,one_to_one,1,1
2012,3120,Podiatrists,3120,Podiatrists,one_to_one,1,1
2012,3140,Audiologists,3140,Audiologists,one_to_one,1,1
2012,3150,Occupational Therapists,3150,Occupational Therapists,one_to_one,1,1
2012,3160,Physical Therapists,3160,Physical Therapists,one_to_one,1,1
2012,3200,Radiation Therapists,3200,Radiation Therapists,one_to_one,1,1
2012,3210,Recreational Therapists,3210,Recreational Therapists,one_to_one,1,1
2012,3220,Respiratory Therapists,3220,Respiratory Therapists,one_to_one,1,1
2012,3230,Speech-Language Pathologists,3230,Speech-Language Pathologists,one_to_one,1,1
2012,3235,Exercise Physiologists,3235,Exercise Physiologists,one_to_one,1,1
2012,3245,"Therapists, All Other",3245,"Therapists, All Other",one_to_one,1,1
2012,3250,Veterinarians,3250,Veterinarians,one_to_one,1,1
2012,3255,Registered Nurses,3255,Registered Nurses,one_to_one,1,1
2012,3256,Nurse Anesthetists,3256,Nurse Anesthetists,one_to_one,1,1
2012,3257,Nurse Midwives,3257,Nurse Midwives,one_to_one,1,1
2012,3258,Nurse Practitioners,3258,Nurse Practitioners,one_to_one,1,1
2012,3260,"Health Diagnosing and Treating Practitioners, All Other",3261,"Health Diagnosing and Treating Practitioners, All Other",split_collapsed,1,2
2012,3300,Clinical Laboratory Technologists and Technicians,3300,Clinical Laboratory Technologists and Technicians,one_to_one,1,1
2012,3310,Dental Hygienists,3310,Dental Hygienists,one_to_one,1,1
2012,3320,Diagnostic Related Technologists and Technicians,3321,Diagnostic Related Technologists and Technicians,split_collapsed,1,5
2012,3400,Emergency Medical Technicians and Paramedics,3401,Emergency Medical Technicians and Paramedics,split_collapsed,1,2
2012,3420,Health Practitioner Support Technologists and  Technicians,3421,Health Practitioner Support Technologists and  Technicians,split_collapsed,1,5
2012,3500,Licensed Practical and Licensed Vocational Nurses,3500,Licensed Practical and Licensed Vocational Nurses,one_to_one,1,1
2012,3510,Medical Records and Health Information Technicians,3515,Medical Records Specialists,one_to_one,1,1
2012,3520,"Opticians, Dispensing",3520,"Opticians, Dispensing",one_to_one,1,1
2012,3535,Miscellaneous Health Technologists and Technicians,3545,Miscellaneous Health Technologists and Technicians,one_to_one,1,1
2012,3540,Other Healthcare Practitioners and Technical Occupations,1980,Other Healthcare Practitioners and Technical Occupations,split_collapsed,1,2
2012,3600,"Nursing, Psychiatric, and Home Health Aides",3601,"Nursing, Psychiatric, and Home Health Aides",split_collapsed,1,3
2012,3610,Occupational Therapy Assistants and Aides,3610,Occupational Therapy Assistants and Aides,one_to_one,1,1
2012,3620,Physical Therapist Assistants and Aides,3620,Physical Therapist Assistants and Aides,one_to_one,1,1
2012,3630,Massage Therapists,3630,Massage Therapists,one_to_one,1,1
2012,3640,Dental Assistants,3640,Dental Assistants,one_to_one,1,1
2012,3645,Medical Assistants,3645,Medical Assistants,one_to_one,1,1
2012,3646,Medical Transcriptionists,3646,Medical Transcriptionists,one_to_one,1,1
2012,3647,Pharmacy Aides,3647,Pharmacy Aides,one_to_one,1,1
2012,3648,Veterinary Assistants and Laboratory Animal Caretakers,3648,Veterinary Assistants and Laboratory Animal Caretakers,one_to_one,1,1
2012,3649,Phlebotomists,3649,Phlebotomists,one_to_one,1,1
2012,3655,"Healthcare support workers, all other, including medical equipment preparers",3655,Other Healthcare Support Workers,one_to_one,1,1
2012,3700,First-Line Supervisors of Correctional Officers,3700,First-Line Supervisors of Correctional Officers,one_to_one,1,1
2012,3710,First-Line Supervisors of Police and Detectives,3710,First-Line Supervisors of Police and Detectives,one_to_one,1,1
2012,3720,First-Line Supervisors of Fire Fighting and Prevention Workers,3720,First-Line Supervisors of Firefighting and Prevention Workers,one_to_one,1,1
2012,3730,"First-Line Supervisors of Protective Service Workers, All Other",3725,"First-Line Supervisors of Protective Service Workers, All Other",split_collapsed,1,2
2012,3740,Firefighters,3740,Firefighters,one_to_one,1,1
2012,3750,Fire Inspectors,3750,Fire Inspectors,one_to_one,1,1
2012,3800,"Bailiffs, Correctional Officers, and Jailers",3801,"Bailiffs, Correctional Officers, and Jailers",split_collapsed,1,2
2012,3820,Detectives and Criminal Investigators,3820,Detectives and Criminal Investigators,one_to_one,1,1
2012,3830,Fish and Game Wardens,3830,Fish and Game Wardens,one_to_one,1,1
2012,3840,Parking Enforcement Workers,3840,Parking Enforcement Workers,one_to_one,1,1
2012,3850,Police and Sheriff's Patrol Officers,3870,Police Officers,merged,2,1
2012,3860,Transit and Railroad Police,3870,Police Officers,merged,2,1
2012,3900,Animal Control Workers,3900,Animal Control Workers,one_to_one,1,1
2012,3910,Private Detectives and Investigators,3910,Private Detectives and Investigators,one_to_one,1,1
2012,3930,Security Guards and Gaming Surveillance Officers,3930,Security Guards and Gambling Surveillance Officers,one_to_one,1,1
2012,3940,Crossing Guards,3940,Crossing Guards and Flaggers,one_to_one,1,1
2012,3945,Transportation Security Screeners,3945,Transportation Security Screeners,one_to_one,1,1
2012,3955,"Lifeguards and Other Recreational, and All Other Protective Service Workers",3946,"Lifeguards and Other Recreational, and All Other Protective Service Workers",split_collapsed,1,2
2012,4000,Chefs and Head Cooks,4000,Chefs and Head Cooks,one_to_one,1,1
2012,4010,First-Line Supervisors of Food Preparation and Serving Workers,4010,First-Line Supervisors of Food Preparation and Serving Workers,one_to_one,1,1
2012,4020,Cooks,4020,Cooks,one_to_one,1,1
2012,4030,Food Preparation Workers,4030,Food Preparation Workers,one_to_one,1,1
2012,4040,Bartenders,4040,Bartenders,one_to_one,1,1
2012,4050,"Combined Food Preparation and Serving Workers, Including Fast Food",4055,Fast Food and Counter Workers,merged,2,1
2012,4060,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",4055,Fast Food and Counter Workers,merged,2,1
2012,4110,Waiters and Waitresses,4110,Waiters and Waitresses,one_to_one,1,1
2012,4120,"Food Servers, Nonrestaurant",4120,"Food Servers, Nonrestaurant",one_to_one,1,1
2012,4130,Dining Room and Cafeteria Attendants and Bartender Helpers,4130,Dining Room and Cafeteria Attendants and Bartender Helpers,one_to_one,1,1
2012,4140,Dishwashers,4140,Dishwashers,one_to_one,1,1
2012,4150,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4150,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",one_to_one,1,1
2012,4160,"Food Preparation and Serving Related Workers, All Other",4160,"Food Preparation and Serving Related Workers, All Other",one_to_one,1,1
2012,4200,First-Line Supervisors of Housekeeping and Janitorial Workers,4200,First-Line Supervisors of Housekeeping and Janitorial Workers,one_to_one,1,1
2012,4210,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4210,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",one_to_one,1,1
2012,4220,Janitors and Building Cleaners,4220,Janitors and Building Cleaners,one_to_one,1,1
2012,4230,Maids and housekeeping cleaners,4230,Maids and Housekeeping Cleaners,one_to_one,1,1
2012,4240,Pest Control Workers,4240,Pest Control Workers,one_to_one,1,1
2012,4250,Grounds Maintenance Workers,4251,Grounds Maintenance Workers,split_collapsed,1,4
2012,4300,First-Line Supervisors of Gaming Workers,4300,First-Line Supervisors of Gaming Workers,retired_2012_only,1,0
2012,4320,First-Line Supervisors of Personal Service Workers,4320,First-Line Supervisors of Personal Service Workers,retired_2012_only,1,0
2012,4340,Animal Trainers,4340,Animal Trainers,one_to_one,1,1
2012,4350,Nonfarm Animal Caretakers,4350,Animal Caretakers,one_to_one,1,1
2012,4400,Gaming Services Workers,4400,Gambling Services Workers,one_to_one,1,1
2012,4410,Motion Picture Projectionists,4410,Motion Picture Projectionists,retired_2012_only,1,0
2012,4420,"Ushers, Lobby Attendants, and Ticket Takers",4420,"Ushers, Lobby Attendants, and Ticket Takers",one_to_one,1,1
2012,4430,Miscellaneous Entertainment Attendants and Related Workers,4435,Other Entertainment Attendants and Related Workers,one_to_one,1,1
2012,4460,Embalmers and Funeral Attendants,4461,"Embalmers, Crematory Operators and Funeral Attendants",one_to_one,1,1
2012,4465,"Morticians, Undertakers, and Funeral Directors",4465,"Morticians, Undertakers, and Funeral Arrangers",one_to_one,1,1
2012,4500,Barbers,4500,Barbers,one_to_one,1,1
2012,4510,"Hairdressers, Hairstylists, and Cosmetologists",4510,"Hairdressers, Hairstylists, and Cosmetologists",one_to_one,1,1
2012,4520,Miscellaneous Personal Appearance Workers,4521,Miscellaneous Personal Appearance Workers,split_collapsed,1,3
2012,4530,"Baggage Porters, Bellhops, and Concierges",4530,"Baggage Porters, Bellhops, and Concierges",one_to_one,1,1
2012,4540,Tour and Travel Guides,4540,Tour and Travel Guides,one_to_one,1,1
2012,4600,Childcare Workers,4600,Childcare Workers,one_to_one,1,1
2012,4610,Personal Care Aides,3602,Personal Care Aides,one_to_one,1,1
2012,4620,Recreation and Fitness Workers,4621,Recreation and Fitness Workers,split_collapsed,1,2
2012,4640,Residential Advisors,4640,Residential Advisors,one_to_one,1,1
2012,4650,"Personal Care and Service Workers, All Other",4655,"Personal Care and Service Workers, All Other",one_to_one,1,1
2012,4700,First-Line Supervisors of Retail Sales Workers,4700,First-Line Supervisors of Retail Sales Workers,one_to_one,1,1
2012,4710,First-Line Supervisors of Non-Retail Sales Workers,4710,First-Line Supervisors of Non-Retail Sales Workers,one_to_one,1,1
2012,4720,Cashiers,4720,Cashiers,one_to_one,1,1
2012,4740,Counter and Rental Clerks,4740,Counter and Rental Clerks,one_to_one,1,1
2012,4750,Parts Salespersons,4750,Parts Salespersons,one_to_one,1,1
2012,4760,Retail Salespersons,4760,Retail Salespersons,one_to_one,1,1
2012,4800,Advertising Sales Agents,4800,Advertising Sales Agents,one_to_one,1,1
2012,4810,Insurance Sales Agents,4810,Insurance Sales Agents,one_to_one,1,1
2012,4820,"Securities, Commodities, and Financial Services Sales Agents",4820,"Securities, Commodities, and Financial Services Sales Agents",one_to_one,1,1
2012,4830,Travel Agents,4830,Travel Agents,one_to_one,1,1
2012,4840,"Sales Representatives, Services, All Other",4840,"Sales representatives of services, except advertising, insurance, financial services, and travel",one_to_one,1,1
2012,4850,"Sales Representatives, Wholesale and Manufacturing",4850,"Sales Representatives, Wholesale and Manufacturing",one_to_one,1,1
2012,4900,"Models, Demonstrators, and Product Promoters",4900,"Models, Demonstrators, and Product Promoters",one_to_one,1,1
2012,4920,Real Estate Brokers and Sales Agents,4920,Real Estate Brokers and Sales Agents,one_to_one,1,1
2012,4930,Sales Engineers,4930,Sales Engineers,one_to_one,1,1
2012,4940,Telemarketers,4940,Telemarketers,one_to_one,1,1
2012,4950,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4950,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",one_to_one,1,1
2012,4965,"Sales and Related Workers, All Other",4965,"Sales and Related Workers, All Other",one_to_one,1,1
2012,5000,First-Line Supervisors of Office and Administrative Support Workers,5000,First-Line Supervisors of Office and Administrative Support Workers,one_to_one,1,1
2012,5010,"Switchboard Operators, Including Answering Service",5010,"Switchboard Operators, Including Answering Service",one_to_one,1,1
2012,5020,Telephone Operators,5020,Telephone Operators,one_to_one,1,1
2012,5030,"Communications Equipment Operators, All Other",5040,"Communications Equipment Operators, All Other",one_to_one,1,1
2012,5100,Bill and Account Collectors,5100,Bill and Account Collectors,one_to_one,1,1
2012,5110,Billing and Posting Clerks,5110,Billing and Posting Clerks,one_to_one,1,1
2012,5120,"Bookkeeping, Accounting, and Auditing Clerks",5120,"Bookkeeping, Accounting, and Auditing Clerks",one_to_one,1,1
2012,5130,Gaming Cage Workers,5130,Gambling Cage Workers,one_to_one,1,1
2012,5140,Payroll and Timekeeping Clerks,5140,Payroll and Timekeeping Clerks,one_to_one,1,1
2012,5150,Procurement Clerks,5150,Procurement Clerks,one_to_one,1,1
2012,5160,Tellers,5160,Tellers,one_to_one,1,1
2012,5165,"Financial Clerks, All Other",5165,"Financial Clerks, All Other",one_to_one,1,1
2012,5200,Brokerage Clerks,5200,Brokerage Clerks,one_to_one,1,1
2012,5210,Correspondence Clerks,5210,Correspondence Clerks,one_to_one,1,1
2012,5220,"Court, Municipal, and License Clerks",5220,"Court, Municipal, and License Clerks",one_to_one,1,1
2012,5230,"Credit Authorizers, Checkers, and Clerks",5230,"Credit Authorizers, Checkers, and Clerks",one_to_one,1,1
2012,5240,Customer Service Representatives,5240,Customer Service Representatives,one_to_one,1,1
2012,5250,"Eligibility Interviewers, Government Programs",5250,"Eligibility Interviewers, Government Programs",one_to_one,1,1
2012,5260,File Clerks,5260,File Clerks,one_to_one,1,1
2012,5300,"Hotel, Motel, and Resort Desk Clerks",5300,"Hotel, Motel, and Resort Desk Clerks",one_to_one,1,1
2012,5310,"Interviewers, Except Eligibility and Loan",5310,"Interviewers, Except Eligibility and Loan",one_to_one,1,1
2012,5320,"Library Assistants, Clerical",5320,"Library Assistants, Clerical",one_to_one,1,1
2012,5330,Loan Interviewers and Clerks,5330,Loan Interviewers and Clerks,one_to_one,1,1
2012,5340,New Accounts Clerks,5340,New Accounts Clerks,one_to_one,1,1
2012,5350,Order Clerks,5350,Order Clerks,one_to_one,1,1
2012,5360,"Human Resources Assistants, Except Payroll and Timekeeping",5360,"Human Resources Assistants, Except Payroll and Timekeeping",one_to_one,1,1
2012,5400,Receptionists and Information Clerks,5400,Receptionists and Information Clerks,one_to_one,1,1
2012,5410,Reservation and Transportation Ticket Agents and Travel Clerks,5410,Reservation and Transportation Ticket Agents and Travel Clerks,one_to_one,1,1
2012,5420,"Information and Record Clerks, All Other",5420,"Information and Record Clerks, All Other",one_to_one,1,1
2012,5500,Cargo and Freight Agents,5500,Cargo and Freight Agents,one_to_one,1,1
2012,5510,Couriers and Messengers,5510,Couriers and Messengers,one_to_one,1,1
2012,5520,Dispatchers,5521,Dispatchers,split_collapsed,1,2
2012,5530,"Meter Readers, Utilities",5530,"Meter Readers, Utilities",one_to_one,1,1
2012,5540,Postal Service Clerks,5540,Postal Service Clerks,one_to_one,1,1
2012,5550,Postal Service Mail Carriers,5550,Postal Service Mail Carriers,one_to_one,1,1
2012,5560,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",5560,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",one_to_one,1,1
2012,5600,"Production, Planning, and Expediting Clerks",5600,"Production, Planning, and Expediting Clerks",one_to_one,1,1
2012,5610,"Shipping, Receiving, and Traffic Clerks",5610,"Shipping, Receiving, and Inventory Clerks",one_to_one,1,1
2012,5620,Stock Clerks and Order Fillers,9645,Stockers and Order Fillers,one_to_one,1,1
2012,5630,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",5630,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",one_to_one,1,1
2012,5700,Secretaries and Administrative Assistants,5710,Secretaries and Administrative Assistants,split_collapsed,1,4
2012,5800,Computer Operators,5800,Computer Operators,retired_2012_only,1,0
